raw_name,normalized_name
인산(H3PO4),인산(h3po4)
인핸서#L30511,인핸서l30511
자당지방산에스테르 (sucrose esters of fatty acids),자당지방산에스테르(sucroseestersoffattyacids)
자당지방산에스테르S-570,자당지방산에스테르s-570
자몽종자추출물(DF-100),자몽종자추출물(df-100)
자몽추출물등 복합물(Sinetrol)(기능성원료인정제2019-24호),자몽추출물등복합물(sinetrol)(기능성원료인정제2019-24호)
자일로올리고당(xylooligosaccharide) 분말(기능성원료인정제2009-80호),자일로올리고당(xylooligosaccharide)분말(기능성원료인정제2009-80호)
장미꽃잎추출물(NOVAROSE®)(제2025-2호),장미꽃잎추출물(novarose)(제2025-2호)
저?y수,저y수
전분믹스-티(T),전분믹스-티(t)
젖산(Lactic acid),젖산(lacticacid)
제이키퍼LC,제이키퍼lc
젤란검(LT-100),젤란검(lt-100)
조 개 엑 기 스 분 말 NM,조개엑기스분말nm
조미료 VIM78S,조미료vim78s
조미료빔78-에스(S),조미료빔78-에스(s)
조미베이스분말TKF-1511,조미베이스분말tkf-1511
조미분-D,조미분-d
조미브로스N,조미브로스n
조미소고기볶음분말NM,조미소고기볶음분말nm
조미시즈닝G,조미시즈닝g
조미씨즈닝#H-2,조미씨즈닝h-2
조미씨즈닝#Q-49,조미씨즈닝q-49
조미씨즈닝DS-25,조미씨즈닝ds-25
조미씨즈닝DS-26,조미씨즈닝ds-26
조미액-WG,조미액-wg
조미액-Y,조미액-y
조미액C1,조미액c1
조미액DS-2,조미액ds-2
조미액HV,조미액hv
조미액S,조미액s
조미액V,조미액v
조미액Ⅱ,조미액ii
조미액미트브이피-NM,조미액미트브이피-nm
조미액베이스#U-3,조미액베이스u-3
조미액베이스#U-4,조미액베이스u-4
조미양념분NM,조미양념분nm
조미유-P,조미유-p
조미유H,조미유h
조미프리믹스-K,조미프리믹스-k
주정(Alc95%),주정(alc95)
중쇄지방산(MCFA) 함유 유지(기능성원료인정제2009-20호),중쇄지방산(mcfa)함유유지(기능성원료인정제2009-20호)
증점(SS-50),증점(ss-50)
지 미 혼 합 베 이 스 SW,지미혼합베이스sw
지단후레이크G,지단후레이크g
지미베이스-G,지미베이스-g
지미베이스-JW,지미베이스-jw
지미베이스B,지미베이스b
지미베이스NP,지미베이스np
지미베이스SW,지미베이스sw
지미혼합분 SW,지미혼합분sw
지미혼합분SW-1,지미혼합분sw-1
진간장-S,진간장-s
진간장금F-3,진간장금f-3
진간장금S,진간장금s
진다시NM,진다시nm
진생 후레바 키후레바 에이			&lt,진생후레바키후레바에이lt
진세노사이드rg,진세노사이드rg
진야채페이스트HT,진야채페이스트ht
참깨유과볼 10g,참깨유과볼10g
참당귀 추출분말(Nutragen)(기능성원료인정제2014-44호),참당귀추출분말(nutragen)(기능성원료인정제2014-44호)
참외향베이스 DJ-2275,참외향베이스dj-2275
채식분말베스프-S,채식분말베스프-s
챠덱스-H,챠덱스-h
천연블루베리향베이스-A,천연블루베리향베이스-a
천연색소레드칼라DB,천연색소레드칼라db
천연제미액A,천연제미액a
천연제미액I,천연제미액i
천연제미액II,천연제미액ii
천연제미액K,천연제미액k
천연착향료(Angelica root),천연착향료(angelicaroot)
천연착향료(Anise),천연착향료(anise)
천연착향료(Bergamot(Bergamot orange)),천연착향료(bergamot(bergamotorange))
천연착향료(Capsicum),천연착향료(capsicum)
천연착향료(Carrot),천연착향료(carrot)
천연착향료(Citronella),천연착향료(citronella)
천연착향료(Citrus peels),천연착향료(citruspeels)
천연착향료(Clover),천연착향료(clover)
천연착향료(Coffee),천연착향료(coffee)
천연착향료(Coriander),천연착향료(coriander)
천연착향료(Elemi),천연착향료(elemi)
천연착향료(Eucalyptus globulus leaves),천연착향료(eucalyptusglobulusleaves)
천연착향료(Fenugreek),천연착향료(fenugreek)
천연착향료(Ginger),천연착향료(ginger)
천연착향료(Grapefruit),천연착향료(grapefruit)
천연착향료(Hops),천연착향료(hops)
천연착향료(Lavender),천연착향료(lavender)
천연착향료(Lemon peel),천연착향료(lemonpeel)
천연착향료(Lemon),천연착향료(lemon)
천연착향료(Lime),천연착향료(lime)
천연착향료(Mandarin),천연착향료(mandarin)
천연착향료(Menthol),천연착향료(menthol)
천연착향료(Mustard),천연착향료(mustard)
"천연착향료(Neroli, bigarade)",천연착향료(nerolibigarade)
천연착향료(Nutmeg),천연착향료(nutmeg)
천연착향료(Onion),천연착향료(onion)
천연착향료(Orange leaf),천연착향료(orangeleaf)
"천연착향료(Orange, bitter, peel)",천연착향료(orangebitterpeel)
"천연착향료(Orange, sweet)",천연착향료(orangesweet)
"천연착향료(Orange, sweet, flowers)",천연착향료(orangesweetflowers)
"천연착향료(Orange, sweet, peel)",천연착향료(orangesweetpeel)
천연착향료(Para cress),천연착향료(paracress)
천연착향료(Patchouly),천연착향료(patchouly)
천연착향료(Peppermint),천연착향료(peppermint)
천연착향료(Pimenta(Allspice)),천연착향료(pimenta(allspice))
"천연착향료(Pine, Scotch, needles 및 twigs)",천연착향료(pinescotchneedles및twigs)
"천연착향료(Pine, white oil)",천연착향료(pinewhiteoil)
천연착향료(Pomegranate),천연착향료(pomegranate)
천연착향료(Rhatany root),천연착향료(rhatanyroot)
천연착향료(Rosemary),천연착향료(rosemary)
천연착향료(Spearmint),천연착향료(spearmint)
천연착향료(Tangerine),천연착향료(tangerine)
천연착향료(Tea),천연착향료(tea)
천연착향료(Thyme),천연착향료(thyme)
천연착향료(Vanilla),천연착향료(vanilla)
천연향료(Alfalfa),천연향료(alfalfa)
"천연향료(Almond, bitter(free from prussic acid) (Bitter almond))",천연향료(almondbitter(freefromprussicacid)(bitteralmond))
천연향료(Angelica root),천연향료(angelicaroot)
천연향료(Angelica stem),천연향료(angelicastem)
천연향료(Anise),천연향료(anise)
천연향료(Apricot kernel (Persic oil)),천연향료(apricotkernel(persicoil))
천연향료(Artemisia(Wormwood)),천연향료(artemisia(wormwood))
"천연향료(Balm(Lemon balm, Melissa))",천연향료(balm(lemonbalmmelissa))
천연향료(Balsam of Peru),천연향료(balsamofperu)
천연향료(Basil),천연향료(basil)
천연향료(Bay leaves),천연향료(bayleaves)
천연향료(Benzoin resin),천연향료(benzoinresin)
천연향료(Bergamot(Bergamot orange)),천연향료(bergamot(bergamotorange))
천연향료(Buchu leaves),천연향료(buchuleaves)
천연향료(Cacao),천연향료(cacao)
"천연향료(Camomile(Chamomile) flowers,Hungarian)",천연향료(camomile(chamomile)flowershungarian)
"천연향료(Camomile(Chamomile) flowers,Roman 또는 English)",천연향료(camomile(chamomile)flowersroman또는english)
천연향료(Capsicum),천연향료(capsicum)
천연향료(Caraway),천연향료(caraway)
천연향료(Cardamom seed(Cardamon)),천연향료(cardamomseed(cardamon))
천연향료(Carrot),천연향료(carrot)
"천연향료(Cassia bark, Chinese)",천연향료(cassiabarkchinese)
"천연향료(Cassia bark, Padang 또는 Batavia)",천연향료(cassiabarkpadang또는batavia)
"천연향료(Cedar, white(Aborvitae), leaves및 twigs)",천연향료(cedarwhite(aborvitae)leaves및twigs)
천연향료(Celery seed),천연향료(celeryseed)
천연향료(Chest nut leaves),천연향료(chestnutleaves)
"천연향료(Cinnamon bark, Ceylon)",천연향료(cinnamonbarkceylon)
"천연향료(Cinnamon bark, Chinese)",천연향료(cinnamonbarkchinese)
"천연향료(Cinnamon bark, Saigon)",천연향료(cinnamonbarksaigon)
천연향료(Citronella),천연향료(citronella)
천연향료(Citrus peels),천연향료(citruspeels)
"천연향료(Civet(Zibeth, Zibet, Zibetum))",천연향료(civet(zibethzibetzibetum))
천연향료(Clary(Clary sage)),천연향료(clary(clarysage))
천연향료(Clover),천연향료(clover)
천연향료(Coffee),천연향료(coffee)
"천연향료(Cognac oil, white 및 green)",천연향료(cognacoilwhite및green)
천연향료(Cola nut(Cola nut)),천연향료(colanut(colanut))
천연향료(Coriander),천연향료(coriander)
"천연향료(Cork, oak)",천연향료(corkoak)
천연향료(Cumin(Cummin)),천연향료(cumin(cummin))
"천연향료(Curacao orange peel(Orange, bitter peel))",천연향료(curacaoorangepeel(orangebitterpeel))
"천연향료(Currant, black, buds 및 leaves)",천연향료(currantblackbuds및leaves)
천연향료(Davana),천연향료(davana)
"천연향료(Dill, Indian)",천연향료(dillindian)
천연향료(Elder flowers),천연향료(elderflowers)
천연향료(Elemi),천연향료(elemi)
"천연향료(Estragole(Estragon, Esdragol,Esdragon, Tarragon))",천연향료(estragole(estragonesdragolesdragontarragon))
천연향료(Eucalyptus globulus leaves),천연향료(eucalyptusglobulusleaves)
"천연향료(Fennel, sweet)",천연향료(fennelsweet)
천연향료(Fenugreek),천연향료(fenugreek)
천연향료(Fir(“pine”)needles 및 twigs),천연향료(fir(pine)needles및twigs)
"천연향료(Fir, balsam, needles 및 twigs)",천연향료(firbalsamneedles및twigs)
천연향료(Galanga(Galangal)),천연향료(galanga(galangal))
"천연향료(Galanga, greater)",천연향료(galangagreater)
천연향료(Galbanum),천연향료(galbanum)
천연향료(Geranium),천연향료(geranium)
"천연향료(Geranium, rose)",천연향료(geraniumrose)
천연향료(Ginger),천연향료(ginger)
천연향료(Grapefruit),천연향료(grapefruit)
천연향료(Guaiac),천연향료(guaiac)
천연향료(Guava),천연향료(guava)
천연향료(Hops),천연향료(hops)
천연향료(Jasmine),천연향료(jasmine)
천연향료(Juniper(berries)),천연향료(juniper(berries))
천연향료(Lavandin),천연향료(lavandin)
천연향료(Lavender),천연향료(lavender)
천연향료(Lemon grass),천연향료(lemongrass)
천연향료(Lemon peel),천연향료(lemonpeel)
천연향료(Lemon),천연향료(lemon)
천연향료(Lime),천연향료(lime)
천연향료(Mace),천연향료(mace)
천연향료(Mandarin),천연향료(mandarin)
"천연향료(Maple, mountain)",천연향료(maplemountain)
"천연향료(Marjoram, sweet)",천연향료(marjoramsweet)
천연향료(Mastic),천연향료(mastic)
천연향료(Menthol),천연향료(menthol)
천연향료(Menthyl acetate),천연향료(menthylacetate)
천연향료(Molasses(extract)),천연향료(molasses(extract))
천연향료(Musk(Tonquin musk)),천연향료(musk(tonquinmusk))
천연향료(Mustard),천연향료(mustard)
천연향료(Naringin),천연향료(naringin)
"천연향료(Neroli, bigarade)",천연향료(nerolibigarade)
천연향료(Nutmeg),천연향료(nutmeg)
천연향료(Oak moss),천연향료(oakmoss)
천연향료(Olibanum),천연향료(olibanum)
천연향료(Onion),천연향료(onion)
천연향료(Orange leaf),천연향료(orangeleaf)
"천연향료(Orange, bitter, flowers)",천연향료(orangebitterflowers)
"천연향료(Orange, bitter, peel)",천연향료(orangebitterpeel)
"천연향료(Orange, sweet)",천연향료(orangesweet)
"천연향료(Orange, sweet, flowers)",천연향료(orangesweetflowers)
"천연향료(Orange, sweet, peel)",천연향료(orangesweetpeel)
천연향료(Origanum),천연향료(origanum)
천연향료(Paprika),천연향료(paprika)
천연향료(Parsley),천연향료(parsley)
천연향료(Patchouly),천연향료(patchouly)
천연향료(Peach leaves),천연향료(peachleaves)
천연향료(Peanut stearine),천연향료(peanutstearine)
"천연향료(Pennyroyal, European)",천연향료(pennyroyaleuropean)
"천연향료(Pepper, black)",천연향료(pepperblack)
"천연향료(Pepper, white)",천연향료(pepperwhite)
천연향료(Peppermint),천연향료(peppermint)
천연향료(Peruvian balsam),천연향료(peruvianbalsam)
천연향료(Petitgrain),천연향료(petitgrain)
천연향료(Pimenta(Allspice)),천연향료(pimenta(allspice))
"천연향료(Pine, Scotch, needles 및 twigs)",천연향료(pinescotchneedles및twigs)
"천연향료(Pine, dwarf, needles 및 twigs)",천연향료(pinedwarfneedles및twigs)
"천연향료(Pine, white oil)",천연향료(pinewhiteoil)
천연향료(Pomegranate),천연향료(pomegranate)
천연향료(Rose absolute),천연향료(roseabsolute)
천연향료(Rose flowers),천연향료(roseflowers)
"천연향료(Rose(otto of roses, attar of roses))",천연향료(rose(ottoofrosesattarofroses))
천연향료(Rosemary),천연향료(rosemary)
천연향료(Saffron),천연향료(saffron)
천연향료(Sage),천연향료(sage)
"천연향료(Sandalwood, white(yellow, 또는East Indian))",천연향료(sandalwoodwhite(yellow또는eastindian))
"천연향료(Savory, summer)",천연향료(savorysummer)
"천연향료(Savory, winter)",천연향료(savorywinter)
천연향료(Spearmint),천연향료(spearmint)
"천연향료(St. Johnswort leaves, flowers, 및caulis)",천연향료(stjohnswortleavesflowers및caulis)
천연향료(Tangerine),천연향료(tangerine)
천연향료(Tea),천연향료(tea)
천연향료(Thyme),천연향료(thyme)
"천연향료(Thyme, white)",천연향료(thymewhite)
천연향료(Turmeric),천연향료(turmeric)
천연향료(Vanilla),천연향료(vanilla)
"천연향료(Walnut husks (hulls), leaves 및green nuts)",천연향료(walnuthusks(hulls)leaves및greennuts)
청포도향 DJ-2265,청포도향dj-2265
청포도향(ES-2605),청포도향(es-2605)
청포도향(KLG-62127),청포도향(klg-62127)
체리향FB1215-7003,체리향fb1215-7003
초산(Acetic Acid),초산(aceticacid)
초산(F2006),초산(f2006)
초산(첨235/F2006),초산(첨235f2006)
초산게라닐(genanyl acetate),초산게라닐(genanylacetate)
초산에틸(Ethyl Acetate),초산에틸(ethylacetate)
초산에틸(ethyl acid),초산에틸(ethylacid)
초산이소아밀(isoamyl acetate),초산이소아밀(isoamylacetate)
초코렛 키후레바			&lt,초코렛키후레바lt
쵸코렛향 오일 FM-1579,쵸코렛향오일fm-1579
치자그린BC,치자그린bc
치자옐로우OL,치자옐로우ol
치자청색소(GB-14078),치자청색소(gb-14078)
치자황A,치자황a
치자황색소-Ⅱ,치자황색소-ii
치자황색소300pB,치자황색소300pb
치자황색소GT(지티)-10,치자황색소gt(지티)-10
치자황섹소 GT-10,치자황섹소gt-10
치즈메이트BF,치즈메이트bf
치즈향 583653T,치즈향583653t
치즈향af,치즈향af
치차황색소300pD,치차황색소300pd
치킨마리네이드3S0284A,치킨마리네이드3s0284a
치킨부스터NM,치킨부스터nm
치킨부용베이스GF,치킨부용베이스gf
치킨스톡P,치킨스톡p
치킨스톡분말W,치킨스톡분말w
치킨엑기스-R,치킨엑기스-r
치킨톡P,치킨톡p
칠리맛조미분SB,칠리맛조미분sb
칠리소스-SW,칠리소스-sw
칠향H-7019,칠향h-7019
카라기난-D,카라기난-d
카라멜색소 I,카라멜색소i
카라멜색소 KJS254,카라멜색소kjs254
카라멜색소 Ⅱ,카라멜색소ii
카라멜색소 Ⅲ,카라멜색소iii
카라멜색소 Ⅳ,카라멜색소iv
카라멜시럽M,카라멜시럽m
카로틴V,카로틴v
카프릭산(F2364),카프릭산(f2364)
카프릴산(Caprylic acid),카프릴산(caprylicacid)
칼레초콜릿다크823NV,칼레초콜릿다크823nv
캄포어향 베이스 dl-Camphor,캄포어향베이스dl-camphor
캡시컴W/S100,캡시컴ws100
커스타드향베이스 DJ-2147,커스타드향베이스dj-2147
커피 플레버 K-111667,커피플레버k-111667
커피캔디II,커피캔디ii
커피향(FN4013-7006),커피향(fn4013-7006)
커피향(FN4013-7007),커피향(fn4013-7007)
커피향베이스Y,커피향베이스y
커피향분말C,커피향분말c
케냐AA,케냐aa
케냐AA생두,케냐aa생두
케냐AA원두커피,케냐aa원두커피
케이준스파이스-RN,케이준스파이스-rn
코엔자임 Q10 혼합,코엔자임q10혼합
코엔자임 Q10 혼합분말,코엔자임q10혼합분말
코엔자임Q10혼합물,코엔자임q10혼합물
코지원K,코지원k
코치닐추출색소CP-1405,코치닐추출색소cp-1405
코코넛밀크향분말 K150368,코코넛밀크향분말k150368
코코아분말 GT78,코코아분말gt78
코코아분말ADM,코코아분말adm
코코아분말GT,코코아분말gt
코코아분말II,코코아분말ii
코코아분말PR,코코아분말pr
콘향HF-75496,콘향hf-75496
콘향베이스 DJ-1973,콘향베이스dj-1973
콘후레바 YA081262K,콘후레바ya081262k
콜라원액 A,콜라원액a
콜라원액B,콜라원액b
콩크HF,콩크hf
크랜베리 추출물(Cran-Max)(기능성원료인정제2010-39호),크랜베리추출물(cran-max)(기능성원료인정제2010-39호)
크리마-S,크리마-s
크리밀S,크리밀s
크린콜F,크린콜f
키위시럽S,키위시럽s
키토올리고당 - DA,키토올리고당-da
타피오카 Powder,타피오카powder
타피오카전분A,타피오카전분a
토마토케찹K,토마토케찹k
트렌스-2-헥사날trans-2-hexenal 공전,트렌스-2-헥사날trans-2-hexenal공전
트렌스-2-헥세날(trans-2-hexenal),트렌스-2-헥세날(trans-2-hexenal)
트리아세틴(첨375/F2007),트리아세틴(첨375f2007)
틴D-키,틴d-키
파이소프트 T,파이소프트t
파이토젠10R분말,파이토젠10r분말
파인애플 키 베이스			&lt,파인애플키베이스lt
파인애플향HF-17484,파인애플향hf-17484
파크랜 크랜베리 분말(PACran Whole Cranberry Powder)(기능성원료인정제2009-84호),파크랜크랜베리분말(pacranwholecranberrypowder)(기능성원료인정제2009-84호)
파푸아뉴기니 하이랜드 블루마운틴 티피카 AA 생두,파푸아뉴기니하이랜드블루마운틴티피카aa생두
파푸아뉴기니 하이랜드 블루마운틴 티피카 AX생두,파푸아뉴기니하이랜드블루마운틴티피카ax생두
파프리카추출색소(10만CU),파프리카추출색소(10만cu)
파프리카추출색소osc,파프리카추출색소osc
팥향L,팥향l
팽화Khorasan wheat씨앗,팽화khorasanwheat씨앗
페닐초산이소부틸(Isobutyl phenylacetate),페닐초산이소부틸(isobutylphenylacetate)
페드칼라LWAO,페드칼라lwao
포도향 Y041048,포도향y041048
포도향 베이스 F,포도향베이스f
포믹스브랜드2M,포믹스브랜드2m
포스포리파아제 A2,포스포리파아제a2
폴리글리시톨시럽-S,폴리글리시톨시럽-s
폴리소르베이트80(EMASOL-O-120V유화제),폴리소르베이트80(emasol-o-120v유화제)
표고버섯균사체 AHCC(기능성원료인정제2008-78호),표고버섯균사체ahcc(기능성원료인정제2008-78호)
풋사과추출물 애플페논(Applephenon)(기능성원료인정제2015-9호),풋사과추출물애플페논(applephenon)(기능성원료인정제2015-9호)
프로덱스T43,프로덱스t43
프로테아제(곰팡이성:HUT),프로테아제(곰팡이성hut)
프로테아제(곰팡이성:SAP),프로테아제(곰팡이성sap)
"프로테아제(세균성, 비타민B1염산염, 포도당, 소고기, 물엿, 식염1, L-글루타민산나트륨, 5-리보뉴클레오티드이나트륨",프로테아제(세균성비타민b1염산염포도당소고기물엿식염1l-글루타민산나트륨5-리보뉴클레오티드이나트륨
"프로테아제(세균성, 비타민B1염산염, 함수결정포도당",프로테아제(세균성비타민b1염산염함수결정포도당
"프로테아제(세균성, 함수결정포도당, 비타민B1염산염, L-주석산수소칼륨",프로테아제(세균성함수결정포도당비타민b1염산염l-주석산수소칼륨
프로테아제-NP,프로테아제-np
프로텍스 500SPL,프로텍스500spl
프로필렌글리콜(F2940),프로필렌글리콜(f2940)
프로필렌글리콜(첨307/F2940),프로필렌글리콜(첨307f2940)
프리믹스B,프리믹스b
프리파레이션K-22,프리파레이션k-22
플러스퓨레바나나CF,플러스퓨레바나나cf
피브로인추출물 BF-7(기능성원료인정제2009-46호),피브로인추출물bf-7(기능성원료인정제2009-46호)
피클링조미믹스A,피클링조미믹스a
핑크마카롱P,핑크마카롱p
하림삼계탕용- l,하림삼계탕용-l
한라봉향 DJ-3493/B,한라봉향dj-3493b
"합성착향료((+/-)-(2,6,6-Trimethyl-2-hydroxycyclohexylidene)acetic acid γ-lactone)",합성착향료((-)-(266-trimethyl-2-hydroxycyclohexylidene)aceticacid-lactone)
"합성착향료((3,5 or 6)-(Methylthio)-2-methylpyrazine)",합성착향료((35or6)-(methylthio)-2-methylpyrazine)
"합성착향료(1,4-Cineole)",합성착향료(14-cineole)
합성착향료(1-Hydroxypropan-2-one),합성착향료(1-hydroxypropan-2-one)
합성착향료(1-Methoxy-4-(1-propenyl)benzene),합성착향료(1-methoxy-4-(1-propenyl)benzene)
합성착향료(1-Octen-3-ol),합성착향료(1-octen-3-ol)
"합성착향료(2,3,5-Trimethylpyrazine)",합성착향료(235-trimethylpyrazine)
"합성착향료(2,3-Pentadione)",합성착향료(23-pentadione)
"합성착향료(2,4-Dimethyl-1,3-dioxolane)",합성착향료(24-dimethyl-13-dioxolane)
"합성착향료(2,5 or 6-Methoxy-3-methylpyrazine(mixture of isomers))",합성착향료(25or6-methoxy-3-methylpyrazine(mixtureofisomers))
"합성착향료(2,5-Dimethylpyrazine)",합성착향료(25-dimethylpyrazine)
"합성착향료(2,6,6-Trimethylcyclohex-2-ene-1,4-dione)",합성착향료(266-trimethylcyclohex-2-ene-14-dione)
"합성착향료(2,6-Dimethoxyphenol)",합성착향료(26-dimethoxyphenol)
"합성착향료(2,6-Dimethyl-5-heptenal)",합성착향료(26-dimethyl-5-heptenal)
"합성착향료(2,6-Xylenol)",합성착향료(26-xylenol)
합성착향료(2-Acetyl-3-methylpyrazine),합성착향료(2-acetyl-3-methylpyrazine)
합성착향료(2-Acetylpyrazine),합성착향료(2-acetylpyrazine)
합성착향료(2-Acetylthiazole),합성착향료(2-acetylthiazole)
합성착향료(2-Butanone),합성착향료(2-butanone)
"합성착향료(2-Ethyl(or methyl)-(3-, 5- or 6-)methoxypyrazine)",합성착향료(2-ethyl(ormethyl)-(3-5-or6-)methoxypyrazine)
합성착향료(2-Ethyl-3-methylpyrazine),합성착향료(2-ethyl-3-methylpyrazine)
합성착향료(2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone),합성착향료(2-ethyl-4-hydroxy-5-methyl-3(2h)-furanone)
합성착향료(2-Ethylbutyric acid),합성착향료(2-ethylbutyricacid)
합성착향료(2-Ethylfuran),합성착향료(2-ethylfuran)
합성착향료(2-Furyl methyl ketone),합성착향료(2-furylmethylketone)
합성착향료(2-Hexen-1-ol),합성착향료(2-hexen-1-ol)
합성착향료(2-Hexen-1-yl acetate),합성착향료(2-hexen-1-ylacetate)
합성착향료(2-Hexenal),합성착향료(2-hexenal)
"합성착향료(2-Hydroxy-3,5,5-trimethyl-2-cyclohexen-1-one)",합성착향료(2-hydroxy-355-trimethyl-2-cyclohexen-1-one)
합성착향료(2-Hydroxy-4-methylbenzaldehyde),합성착향료(2-hydroxy-4-methylbenzaldehyde)
합성착향료(2-Methyl-2-pentenoic acid),합성착향료(2-methyl-2-pentenoicacid)
합성착향료(2-Methylbutyl acetate),합성착향료(2-methylbutylacetate)
합성착향료(2-Methylbutyric acid),합성착향료(2-methylbutyricacid)
합성착향료(2-Methylpyrazine),합성착향료(2-methylpyrazine)
합성착향료(2-Nonanone),합성착향료(2-nonanone)
합성착향료(2-Octanol),합성착향료(2-octanol)
"합성착향료(3,4-Hexandione)",합성착향료(34-hexandione)
합성착향료(3-(Methylthio)propionaldehyde),합성착향료(3-(methylthio)propionaldehyde)
합성착향료(3-Hexenyl 3-methylbutanoate),합성착향료(3-hexenyl3-methylbutanoate)
합성착향료(3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one),합성착향료(3-methyl-2-(2-pentenyl)-2-cyclopenten-1-one)
합성착향료(3-Methylbutyraldehyde),합성착향료(3-methylbutyraldehyde)
합성착향료(3-Octanol),합성착향료(3-octanol)
합성착향료(3-Phenyl-1-propanol),합성착향료(3-phenyl-1-propanol)
"합성착향료(4,5-Dimethyl-3-hydroxy-2,5-dihydrofuran-2-one)",합성착향료(45-dimethyl-3-hydroxy-25-dihydrofuran-2-one)
합성착향료(4-(p-Hydroxyphenyl)-2-butanone),합성착향료(4-(p-hydroxyphenyl)-2-butanone)
합성착향료(4-Carvomenthenol),합성착향료(4-carvomenthenol)
"합성착향료(4-Hydroxy-2,5-dimethyl-1(2H)-furanon)",합성착향료(4-hydroxy-25-dimethyl-1(2h)-furanon)
"합성착향료(4-Methyl-2-pentyl-1,3-dioxolane)",합성착향료(4-methyl-2-pentyl-13-dioxolane)
합성착향료(4-Methyl-5-thiazole ethanol),합성착향료(4-methyl-5-thiazoleethanol)
합성착향료(4-Methyl-5-thiazoleethanol acetate),합성착향료(4-methyl-5-thiazoleethanolacetate)
합성착향료(5- and 6-Decenoic acid (mixture)),합성착향료(5-and6-decenoicacid(mixture))
합성착향료(5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone),합성착향료(5-ethyl-3-hydroxy-4-methyl-2(5h)-furanone)
합성착향료(5-Hydroxyundecanoic acid delta-lactone),합성착향료(5-hydroxyundecanoicaciddelta-lactone)
합성착향료(5-Methylfurfural),합성착향료(5-methylfurfural)
합성착향료(6-Methyl-5-hepten-2-one),합성착향료(6-methyl-5-hepten-2-one)
합성착향료(6-Methylcoumarin),합성착향료(6-methylcoumarin)
합성착향료(Acetal),합성착향료(acetal)
합성착향료(Acetaldehyde),합성착향료(acetaldehyde)
합성착향료(Acetanisole),합성착향료(acetanisole)
합성착향료(Acetoin),합성착향료(acetoin)
합성착향료(Aldehyde C16),합성착향료(aldehydec16)
합성착향료(Allyl butyrate),합성착향료(allylbutyrate)
합성착향료(Allyl cyclohexanepropionate),합성착향료(allylcyclohexanepropionate)
합성착향료(Allyl heptanoate),합성착향료(allylheptanoate)
합성착향료(Allyl hexanoate),합성착향료(allylhexanoate)
합성착향료(Allyl isothiocyanate),합성착향료(allylisothiocyanate)
합성착향료(Allyl phenoxyacetate),합성착향료(allylphenoxyacetate)
합성착향료(Amyl alcohol),합성착향료(amylalcohol)
합성착향료(Anisyl alcohol),합성착향료(anisylalcohol)
합성착향료(Benzaldehyde propylene glycol acetal),합성착향료(benzaldehydepropyleneglycolacetal)
합성착향료(Benzaldehyde),합성착향료(benzaldehyde)
합성착향료(Benzyl acetate),합성착향료(benzylacetate)
합성착향료(Benzyl alcohol),합성착향료(benzylalcohol)
합성착향료(Benzyl benzoate),합성착향료(benzylbenzoate)
합성착향료(Benzyl isobutyrate),합성착향료(benzylisobutyrate)
합성착향료(Borneol),합성착향료(borneol)
합성착향료(Butter acids),합성착향료(butteracids)
합성착향료(Butyl acetate),합성착향료(butylacetate)
합성착향료(Butyl alcohol),합성착향료(butylalcohol)
합성착향료(Butyl butyrate),합성착향료(butylbutyrate)
합성착향료(Butyl isovalerate),합성착향료(butylisovalerate)
합성착향료(Butyl lactate),합성착향료(butyllactate)
합성착향료(Butyric acid),합성착향료(butyricacid)
합성착향료(Camphene),합성착향료(camphene)
합성착향료(Capsaicin),합성착향료(capsaicin)
합성착향료(Cinnamaldehyde),합성착향료(cinnamaldehyde)
합성착향료(Cinnamyl alcohol),합성착향료(cinnamylalcohol)
합성착향료(Citral),합성착향료(citral)
합성착향료(Citronellal),합성착향료(citronellal)
합성착향료(Citronellol),합성착향료(citronellol)
합성착향료(Citronellyl acetate),합성착향료(citronellylacetate)
합성착향료(Cyclohexyl butyrate),합성착향료(cyclohexylbutyrate)
합성착향료(Cyclohexyl propionate),합성착향료(cyclohexylpropionate)
합성착향료(Damascenone),합성착향료(damascenone)
합성착향료(Decanal),합성착향료(decanal)
합성착향료(Decanoic acid),합성착향료(decanoicacid)
합성착향료(Diacetyl),합성착향료(diacetyl)
합성착향료(Diethyl malonate),합성착향료(diethylmalonate)
합성착향료(Diethyl sebacate),합성착향료(diethylsebacate)
합성착향료(Diethyl succinate),합성착향료(diethylsuccinate)
합성착향료(Dihydrocoumarin),합성착향료(dihydrocoumarin)
합성착향료(Dimethyl anthranilate),합성착향료(dimethylanthranilate)
합성착향료(Dimethyl benzyl carbinyl butyrate),합성착향료(dimethylbenzylcarbinylbutyrate)
합성착향료(Dimethyl disulfide),합성착향료(dimethyldisulfide)
합성착향료(Epsilon-decalactone),합성착향료(epsilon-decalactone)
합성착향료(Epsilon-dodecalactone),합성착향료(epsilon-dodecalactone)
합성착향료(Ethanol),합성착향료(ethanol)
합성착향료(Ethyl 2-methylbutyrate),합성착향료(ethyl2-methylbutyrate)
합성착향료(Ethyl 2-methylpentanoate),합성착향료(ethyl2-methylpentanoate)
합성착향료(Ethyl 3-hexenoate),합성착향료(ethyl3-hexenoate)
